DATE,自營商多,自營商空,自營商多空淨額,投信多,投信空,投信多空淨額,外資多,外資空,外資多空淨額
2024/08/12,,,"-1,872",,,"27,974",,,"-32,853"
2024/08/12," 6,097"," 7,858"," -1,761"," 36,161"," 8,155"," 28,006"," 23,616"," 58,328"," -34,712"
2024/08/13,,,"-2,664",,,"28,006",,,"-34,413"
2024/08/13," 5,782"," 8,250"," -2,468"," 36,123"," 7,675"," 28,448"," 23,221"," 59,115"," -35,894"
2024/08/14,,,"-2,820",,,"28,448",,,"-35,245"
2024/08/14," 7,025"," 9,342"," -2,317"," 36,725"," 8,275"," 28,450"," 25,718"," 58,927"," -33,209"
2024/08/15,,,"-1,704",,,"28,450",,,"-33,093"
2024/08/15," 7,157"," 8,421"," -1,264"," 35,495"," 8,575"," 26,920"," 26,406"," 59,558"," -33,152"
2024/08/16,,,"-2,508",,,"26,920",,,"-32,979"
2024/08/16," 6,465"," 8,259"," -1,794"," 35,337"," 7,862"," 27,475"," 26,696"," 61,648"," -34,952"
2024/08/19,,,"-1,231",,,"27,475",,,"-33,687"
2024/08/19," 7,669"," 8,466", -797," 35,132"," 7,560"," 27,572"," 27,959"," 62,614"," -34,655"
2024/08/20,,,"-1,009",,,"27,572",,,"-35,827"
2024/08/20," 6,572"," 6,748", -176," 35,378"," 7,929"," 27,449"," 26,344"," 61,982"," -35,638"
2024/08/21,,,420,,,"27,449",,,"-36,241"
2024/08/21," 4,825"," 6,197"," -1,372"," 35,021"," 8,485"," 26,536"," 19,282"," 56,283"," -37,001"
2024/08/22,,,"-1,214",,,"26,536",,,"-34,378"
2024/08/22," 5,217"," 5,997", -780," 35,053"," 8,957"," 26,096"," 21,587"," 54,677"," -33,090"
2024/08/23,,,-314,,,"26,096",,,"-31,520"
2024/08/23," 6,271"," 5,889", 382," 35,062"," 8,859"," 26,203"," 19,671"," 54,531"," -34,860"
2024/08/26,,,162,,,"26,203",,,"-34,734"
2024/08/26," 6,034"," 6,016", 18," 35,940"," 9,148"," 26,792"," 20,892"," 57,881"," -36,989"
2024/08/27,,,147,,,"26,792",,,"-36,094"
2024/08/27," 6,771"," 5,843", 928," 34,902"," 8,623"," 26,279"," 19,479"," 56,981"," -37,502"
2024/08/28,,,204,,,"26,279",,,"-37,177"
2024/08/28," 5,814"," 5,887", -73," 35,315"," 8,420"," 26,895"," 19,696"," 56,939"," -37,243"
2024/08/29,,,461,,,"26,895",,,"-36,894"
2024/08/29," 6,254"," 6,126", 128," 33,940"," 8,224"," 25,716"," 18,526"," 55,497"," -36,971"
2024/08/30,,,-578,,,"25,716",,,"-36,340"
2024/08/30," 5,504"," 6,190", -686," 33,911"," 8,110"," 25,801"," 19,235"," 58,789"," -39,554"
2024/09/02,,,-368,,,"25,801",,,"-39,592"
2024/09/02," 6,149"," 6,049", 100," 33,326"," 8,179"," 25,147"," 20,011"," 60,463"," -40,452"
2024/09/03,,,-158,,,"25,147",,,"-39,449"
2024/09/03," 6,111"," 5,771", 340," 32,023"," 7,944"," 24,079"," 20,736"," 57,979"," -37,243"
2024/09/04,,,900,,,"24,079",,,"-33,945"
2024/09/04," 5,874"," 4,671"," 1,203"," 31,222"," 8,796"," 22,426"," 18,873"," 49,790"," -30,917"
2024/09/05,,,640,,,"22,352",,,"-31,335"
2024/09/05," 4,244"," 4,273", -29," 31,225"," 8,745"," 22,480"," 21,179"," 46,848"," -25,669"
2024/09/06,,,-109,,,"22,480",,,"-27,828"
2024/09/06," 4,474"," 4,769", -295," 32,025"," 8,884"," 23,141"," 19,885"," 47,416"," -27,531"
2024/09/09,,,511,,,"23,141",,,"-25,503"
2024/09/09," 5,568"," 4,400"," 1,168"," 32,120"," 8,815"," 23,305"," 18,504"," 46,601"," -28,097"
2024/09/10,,,534,,,"23,305",,,"-27,179"
2024/09/10," 5,799"," 5,368", 431," 32,506"," 8,506"," 24,000"," 17,832"," 44,797"," -26,965"
2024/09/11,,,710,,,"24,000",,,"-27,501"
2024/09/11," 6,042"," 5,620", 422," 32,713"," 8,359"," 24,354"," 17,981"," 45,708"," -27,727"
2024/09/12,,,-27,,,"24,354",,,"-28,178"
2024/09/12," 6,065"," 5,506", 559," 32,785"," 8,179"," 24,606"," 21,256"," 51,626"," -30,370"
2024/09/13,,,697,,,"24,606",,,"-31,011"
2024/09/13," 6,421"," 5,403"," 1,018"," 32,814"," 8,117"," 24,697"," 23,199"," 54,979"," -31,780"
2024/09/16,,,918,,,"24,771",,,"-32,678"
2024/09/16," 5,659"," 5,281", 378," 32,393"," 7,991"," 24,402"," 23,854"," 56,130"," -32,276"
2024/09/18,,,694,,,"24,402",,,"-32,322"
2024/09/18," 3,850"," 3,436", 414," 32,809"," 7,978"," 24,831"," 16,733"," 47,210"," -30,477"
2024/09/19,,,160,,,"24,761",,,"-27,468"
2024/09/19," 3,650"," 4,251", -601," 33,661"," 7,413"," 26,248"," 19,102"," 49,366"," -30,264"
2024/09/20,,,-986,,,"26,318",,,"-29,352"
2024/09/20," 3,343"," 5,026"," -1,683"," 32,717"," 7,150"," 25,567"," 21,336"," 53,281"," -31,945"
2024/09/23,,,"-1,223",,,"25,567",,,"-32,791"
2024/09/23," 3,762"," 5,569"," -1,807"," 32,610"," 7,086"," 25,524"," 19,303"," 55,165"," -35,862"
2024/09/24,,,"-1,862",,,"25,524",,,"-33,511"
2024/09/24," 3,534"," 5,344"," -1,810"," 32,005"," 6,724"," 25,281"," 20,374"," 52,123"," -31,749"
2024/09/25,,,"-2,849",,,"25,281",,,"-29,632"
2024/09/25," 3,697"," 5,639"," -1,942"," 32,020"," 6,503"," 25,517"," 21,780"," 56,070"," -34,290"
2024/09/26,,,"-1,684",,,"25,517",,,"-35,531"
2024/09/26," 4,288"," 5,820"," -1,532"," 31,924"," 6,292"," 25,632"," 21,230"," 58,311"," -37,081"
2024/09/27,,,"-1,839",,,"25,632",,,"-35,570"
2024/09/27," 4,353"," 5,761"," -1,408"," 31,526"," 6,242"," 25,284"," 24,136"," 60,373"," -36,237"
2024/09/30,,,"-1,037",,,"25,284",,,"-36,246"
2024/09/30," 4,702"," 5,526", -824," 31,315"," 6,584"," 24,731"," 22,229"," 59,431"," -37,202"
2024/10/01,,,-262,,,"24,672",,,"-38,195"
2024/10/01," 4,879"," 5,638", -759," 31,556"," 6,666"," 24,890"," 21,752"," 61,231"," -39,479"
2024/10/04,,,-490,,,"24,948",,,"-36,666"
2024/10/04," 4,371"," 5,502"," -1,131"," 31,397"," 6,766"," 24,631"," 22,503"," 59,503"," -37,000"
2024/10/07,,,"-1,083",,,"24,573",,,"-38,882"
2024/10/07," 5,420"," 5,773", -353," 31,762"," 6,487"," 25,275"," 21,579"," 63,725"," -42,146"
2024/10/08,,,-183,,,"25,333",,,"-40,805"
2024/10/08," 5,228"," 5,220", 8," 31,884"," 6,476"," 25,408"," 19,156"," 60,246"," -41,090"
2024/10/09,,,-705,,,"25,351",,,"-41,498"
2024/10/09," 4,737"," 5,357", -620," 31,862"," 6,340"," 25,522"," 20,073"," 60,523"," -40,450"
2024/10/11,,,-704,,,"25,522",,,"-39,601"
2024/10/11," 4,949"," 5,642", -693," 31,732"," 6,170"," 25,562"," 23,024"," 64,873"," -41,849"
2024/10/14,,,-587,,,"25,618",,,"-40,619"
2024/10/14," 4,249"," 5,600"," -1,351"," 31,574"," 6,042"," 25,532"," 24,855"," 63,926"," -39,071"
2024/10/15,,,"-1,125",,,"25,532",,,"-40,610"
2024/10/15," 4,294"," 6,558"," -2,264"," 31,465"," 5,869"," 25,596"," 26,468"," 65,517"," -39,049"
2024/10/16,,,-249,,,"25,596",,,"-41,386"
2024/10/16," 3,490"," 4,962"," -1,472"," 28,686"," 6,046"," 22,640"," 21,018"," 53,335"," -32,317"
2024/10/17,,,"-1,315",,,"22,587",,,"-33,210"
2024/10/17," 3,636"," 5,855"," -2,219"," 29,078"," 5,937"," 23,141"," 17,962"," 52,378"," -34,416"
2024/10/18,,,"-2,414",,,"23,141",,,"-26,989"
