DATE,自營商多,自營商空,自營商多空淨額,投信多,投信空,投信多空淨額,外資多,外資空,外資多空淨額
2023/05/04," 12,397"," 7,485"," 4,912"," 9,246"," 16,868"," -7,622"," 35,665"," 17,252"," 18,413"
2023/05/05,,,"5,058",,,"-7,622",,,"16,050"
2023/05/05," 12,398"," 7,785"," 4,613"," 9,389"," 16,594"," -7,205"," 35,037"," 17,281"," 17,756"
2023/05/08,,,"4,513",,,"-7,205",,,"17,004"
2023/05/08," 12,259"," 7,576"," 4,683"," 9,411"," 16,421"," -7,010"," 33,166"," 17,358"," 15,808"
2023/05/09,,,"4,974",,,"-7,010",,,"15,291"
2023/05/09," 12,131"," 7,774"," 4,357"," 9,671"," 16,421"," -6,750"," 33,775"," 16,841"," 16,934"
2023/05/10,,,"5,490",,,"-6,750",,,"12,783"
2023/05/10," 13,418"," 6,767"," 6,651"," 9,700"," 16,588"," -6,888"," 26,574"," 20,264"," 6,310"
2023/05/11,,,"5,759",,,"-6,888",,,"10,597"
2023/05/11," 12,710"," 7,840"," 4,870"," 9,681"," 16,650"," -6,969"," 28,158"," 21,971"," 6,187"
2023/05/12,,,"4,677",,,"-6,969",,,"5,032"
2023/05/12," 12,711"," 7,786"," 4,925"," 9,696"," 16,651"," -6,955"," 29,196"," 22,511"," 6,685"
2023/05/15,,,"4,480",,,"-6,955",,,"6,158"
2023/05/15," 13,561"," 11,686"," 1,875"," 9,753"," 16,660"," -6,907"," 39,060"," 27,176"," 11,884"
2023/05/16,,,"1,841",,,"-6,907",,,"14,494"
2023/05/16," 11,213"," 13,167"," -1,954"," 9,371"," 16,201"," -6,830"," 42,853"," 17,625"," 25,228"
2023/05/17,,,-506,,,"-6,830",,,"22,662"
2023/05/17," 3,519"," 13,795"," -10,276"," 9,370"," 15,915"," -6,545"," 48,484"," 16,195"," 32,289"
2023/05/18,,,"-8,534",,,"-6,545",,,"29,384"
2023/05/18," 3,860"," 14,612"," -10,752"," 9,229"," 15,743"," -6,514"," 50,176"," 17,958"," 32,218"
2023/05/19,,,"-10,269",,,"-6,514",,,"29,591"
2023/05/19," 3,613"," 15,442"," -11,829"," 9,042"," 15,612"," -6,570"," 50,066"," 18,737"," 31,329"
2023/05/22,,,"-12,121",,,"-6,570",,,"31,124"
2023/05/22," 3,455"," 16,000"," -12,545"," 9,338"," 15,612"," -6,274"," 50,366"," 19,551"," 30,815"
2023/05/23,,,"-12,805",,,"-6,274",,,"31,048"
2023/05/23," 3,370"," 17,141"," -13,771"," 9,582"," 15,612"," -6,030"," 52,551"," 22,279"," 30,272"
2023/05/24,,,"-13,599",,,"-6,030",,,"27,706"
2023/05/24," 3,255"," 16,422"," -13,167"," 9,655"," 15,695"," -6,040"," 53,476"," 24,599"," 28,877"
2023/05/25,,,"-13,662",,,"-6,040",,,"28,585"
2023/05/25," 3,562"," 17,593"," -14,031"," 9,438"," 15,476"," -6,038"," 54,672"," 24,504"," 30,168"
2023/05/26,,,"-13,447",,,"-6,038",,,"29,624"
2023/05/26," 3,754"," 17,669"," -13,915"," 9,425"," 15,022"," -5,597"," 56,225"," 22,616"," 33,609"
2023/05/29,,,"-12,857",,,"-5,597",,,"32,250"
2023/05/29," 3,739"," 15,226"," -11,487"," 9,414"," 14,560"," -5,146"," 54,744"," 26,555"," 28,189"
2023/05/30,,,"-11,693",,,"-5,146",,,"28,454"
2023/05/30," 3,616"," 16,175"," -12,559"," 9,404"," 14,526"," -5,122"," 56,263"," 27,185"," 29,078"
2023/05/31,,,"-11,554",,,"-5,122",,,"27,811"
2023/05/31," 3,558"," 14,990"," -11,432"," 9,536"," 14,503"," -4,967"," 56,250"," 30,581"," 25,669"
2023/06/01,,,"-11,051",,,"-4,967",,,"24,721"
2023/06/01," 3,893"," 14,675"," -10,782"," 9,674"," 14,509"," -4,835"," 55,829"," 31,308"," 24,521"
2023/06/02,,,"-10,781",,,"-4,835",,,"25,277"
2023/06/02," 4,117"," 14,437"," -10,320"," 9,867"," 14,030"," -4,163"," 57,680"," 33,320"," 24,360"
2023/06/05,,,"-9,770",,,"-4,163",,,"23,080"
2023/06/05," 3,818"," 13,952"," -10,134"," 9,655"," 13,920"," -4,265"," 54,879"," 32,693"," 22,186"
2023/06/06,,,"-10,124",,,"-4,265",,,"23,015"
2023/06/06," 4,107"," 14,926"," -10,819"," 9,367"," 13,918"," -4,551"," 55,164"," 32,012"," 23,152"
2023/06/07,,,"-10,956",,,"-4,551",,,"23,985"
2023/06/07," 4,188"," 13,579"," -9,391"," 9,489"," 13,406"," -3,917"," 57,712"," 33,712"," 24,000"
2023/06/08,,,"-9,557",,,"-3,917",,,"22,320"
2023/06/08," 3,908"," 13,208"," -9,300"," 9,330"," 13,732"," -4,402"," 55,798"," 33,338"," 22,460"
2023/06/09,,,"-9,423",,,"-4,402",,,"22,452"
2023/06/09," 4,230"," 13,738"," -9,508"," 9,161"," 13,520"," -4,359"," 54,488"," 33,711"," 20,777"
2023/06/12,,,"-9,528",,,"-4,359",,,"21,944"
2023/06/12," 4,543"," 13,586"," -9,043"," 9,367"," 13,358"," -3,991"," 54,094"," 33,446"," 20,648"
2023/06/13,,,"-9,213",,,"-3,991",,,"21,579"
2023/06/13," 5,837"," 14,531"," -8,694"," 9,361"," 12,818"," -3,457"," 56,368"," 36,833"," 19,535"
2023/06/14,,,"-8,399",,,"-3,457",,,"17,349"
2023/06/14," 5,646"," 14,059"," -8,413"," 9,796"," 12,623"," -2,827"," 52,215"," 36,962"," 15,253"
2023/06/15,,,"-8,411",,,"-2,921",,,"16,824"
2023/06/15," 6,190"," 15,009"," -8,819"," 9,714"," 12,605"," -2,891"," 53,269"," 34,989"," 18,280"
2023/06/16,,,"-8,467",,,"-2,797",,,"16,500"
2023/06/16," 6,640"," 15,306"," -8,666"," 9,891"," 12,548"," -2,657"," 54,527"," 38,763"," 15,764"
2023/06/19,,,"-8,679",,,"-2,657",,,"15,793"
2023/06/19," 6,548"," 15,192"," -8,644"," 10,864"," 12,566"," -1,702"," 57,231"," 40,250"," 16,981"
2023/06/20,,,"-8,853",,,"-1,702",,,"15,871"
2023/06/20," 7,055"," 16,559"," -9,504"," 11,004"," 12,749"," -1,745"," 59,108"," 44,036"," 15,072"
2023/06/21,,,"-9,096",,,"-1,745",,,"13,897"
2023/06/21," 2,563"," 13,923"," -11,360"," 10,875"," 12,641"," -1,766"," 45,277"," 30,871"," 14,406"
2023/06/26,,,"-11,419",,,"-1,766",,,"13,227"
2023/06/26," 2,868"," 14,959"," -12,091"," 11,324"," 12,858"," -1,534"," 46,238"," 33,543"," 12,695"
2023/06/27,,,"-12,225",,,"-1,534",,,"13,034"
2023/06/27," 3,274"," 15,459"," -12,185"," 11,379"," 12,956"," -1,577"," 43,712"," 33,533"," 10,179"
2023/06/28,,,"-12,744",,,"-1,615",,,"10,337"
2023/06/28," 3,292"," 15,065"," -11,773"," 12,055"," 12,769", -714," 42,805"," 34,903"," 7,902"
2023/06/29,,,"-11,661",,,-714,,,"9,015"
2023/06/29," 4,045"," 14,636"," -10,591"," 13,341"," 12,775", 566," 39,622"," 37,430"," 2,192"
2023/06/30,,,"-10,951",,,566,,,"4,271"
2023/06/30," 4,161"," 14,295"," -10,134"," 13,290"," 12,772", 518," 38,218"," 35,585"," 2,633"
2023/07/03,,,"-9,946",,,518,,,"3,041"
2023/07/03," 5,159"," 14,526"," -9,367"," 14,639"," 12,191"," 2,448"," 40,290"," 36,823"," 3,467"
2023/07/04,,,"-9,053",,,"2,445",,,"2,165"
2023/07/04," 5,357"," 14,699"," -9,342"," 15,276"," 12,086"," 3,190"," 40,757"," 35,645"," 5,112"
2023/07/05,,,"-9,417",,,"3,190",,,"4,430"
2023/07/05," 5,189"," 14,591"," -9,402"," 15,347"," 12,196"," 3,151"," 37,880"," 37,491", 389
2023/07/06,,,"-10,052",,,"3,151",,,"1,584"
2023/07/06," 5,503"," 14,341"," -8,838"," 15,534"," 12,695"," 2,839"," 34,953"," 36,691"," -1,738"
2023/07/07,,,"-8,599",,,"2,839",,,"-1,438"
2023/07/07," 5,514"," 12,724"," -7,210"," 15,653"," 12,822"," 2,831"," 34,854"," 35,098", -244
2023/07/10,,,"-7,786",,,"2,743",,,"1,161"
2023/07/10," 5,359"," 12,937"," -7,578"," 15,976"," 12,910"," 3,066"," 34,632"," 32,413"," 2,219"
2023/07/11,,,"-7,871",,,"3,154",,,"5,042"
2023/07/11," 4,982"," 12,881"," -7,899"," 16,181"," 12,481"," 3,700"," 37,285"," 33,081"," 4,204"
2023/07/12,,,"-6,359",,,"3,700",,,853
2023/07/12," 5,936"," 12,735"," -6,799"," 16,631"," 12,374"," 4,257"," 34,858"," 34,705", 153
2023/07/13,,,"-6,601",,,"4,257",,,"1,182"
2023/07/13," 5,230"," 12,987"," -7,757"," 17,065"," 12,106"," 4,959"," 36,509"," 36,061", 448
2023/07/14,,,"-7,441",,,"4,959",,,645
2023/07/14," 5,161"," 13,385"," -8,224"," 17,134"," 11,782"," 5,352"," 39,554"," 38,469"," 1,085"
2023/07/17,,,"-7,960",,,"5,352",,,-785
2023/07/17," 6,479"," 13,523"," -7,044"," 13,117"," 11,783"," 1,334"," 40,262"," 37,833"," 2,429"
2023/07/18,,,"-6,142",,,"1,334",,,951
2023/07/18," 6,505"," 13,960"," -7,455"," 12,969"," 11,853"," 1,116"," 34,743"," 31,908"," 2,835"
2023/07/19,,,"-7,625",,,"1,116",,,"2,887"
2023/07/19," 2,508"," 10,878"," -8,370"," 12,989"," 11,967"," 1,022"," 31,962"," 28,832"," 3,130"
2023/07/20,,,"-8,817",,,935,,,"4,685"
2023/07/20," 2,823"," 11,511"," -8,688"," 12,684"," 12,062", 622," 35,567"," 30,095"," 5,472"
2023/07/21,,,"-8,347",,,709,,,"1,224"
2023/07/21," 3,672"," 10,885"," -7,213"," 12,724"," 12,215", 509," 34,314"," 33,779", 535
2023/07/24,,,"-7,238",,,509,,,"1,592"
2023/07/24," 3,255"," 10,745"," -7,490"," 12,692"," 12,213", 479," 36,001"," 31,721"," 4,280"
2023/07/25,,,"-7,575",,,479,,,"4,429"
2023/07/25," 4,187"," 11,058"," -6,871"," 12,756"," 11,677"," 1,079"," 38,101"," 33,168"," 4,933"
2023/07/26,,,"-7,024",,,"1,079",,,"3,865"
2023/07/26," 4,185"," 10,497"," -6,312"," 12,454"," 11,786", 668," 35,531"," 33,912"," 1,619"
2023/07/27,,,"-5,872",,,668,,,"3,000"
2023/07/27," 5,251"," 10,415"," -5,164"," 12,480"," 11,599", 881," 34,543"," 32,349"," 2,194"
2023/07/28,,,"-5,043",,,881,,,28
2023/07/28," 5,234"," 9,821"," -4,587"," 12,150"," 11,598", 552," 34,577"," 33,542"," 1,035"
2023/07/31,,,"-5,168",,,552,,,"1,369"
2023/07/31," 5,406"," 10,597"," -5,191"," 11,724"," 11,704", 20," 32,055"," 35,841"," -3,786"
2023/08/01,,,"-5,075",,,20,,,-238
2023/08/01," 5,091"," 10,419"," -5,328"," 11,488"," 11,605", -117," 32,670"," 32,344", 326
2023/08/02,,,"-4,483",,,-117,,,"-2,604"
2023/08/02," 5,782"," 11,368"," -5,586"," 11,646"," 12,005", -359," 29,816"," 35,143"," -5,327"
2023/08/04,,,"-5,291",,,-458,,,"-2,764"
2023/08/04," 5,868"," 10,810"," -4,942"," 11,866"," 12,104", -238," 32,140"," 33,524"," -1,384"
2023/08/07,,,"-5,156",,,-139,,,-603
2023/08/07," 4,722"," 10,310"," -5,588"," 11,971"," 11,721", 250," 33,501"," 31,511"," 1,990"
2023/08/08,,,"-5,094",,,250,,,-649
2023/08/08," 5,591"," 10,125"," -4,534"," 12,222"," 11,725", 497," 30,522"," 30,889", -367
2023/08/09,,,"-4,887",,,497,,,944
2023/08/09," 4,259"," 9,582"," -5,323"," 12,304"," 11,738", 566," 30,897"," 29,000"," 1,897"
2023/08/10,,,"-5,044",,,566,,,-139
2023/08/10," 5,473"," 8,938"," -3,465"," 12,832"," 12,070", 762," 25,413"," 29,287"," -3,874"
2023/08/11,,,"-4,194",,,663,,,"-3,612"
2023/08/11," 4,838"," 9,711"," -4,873"," 12,891"," 12,169", 722," 26,627"," 27,742"," -1,115"
2023/08/14,,,"-4,197",,,722,,,"-3,405"
2023/08/14," 8,245"," 10,114"," -1,869"," 13,375"," 12,341"," 1,034"," 22,520"," 33,728"," -11,208"
2023/08/15,,,"-3,510",,,"1,102",,,"-7,549"
2023/08/15," 4,916"," 9,958"," -5,042"," 11,978"," 12,237", -259," 24,599"," 28,181"," -3,582"
2023/08/16,,,"-4,276",,,-259,,,"-4,341"
2023/08/16," 4,133"," 8,447"," -4,314"," 12,296"," 12,246", 50," 20,187"," 22,557"," -2,370"
2023/08/17,,,"-3,876",,,50,,,"-2,427"
2023/08/17," 4,859"," 8,507"," -3,648"," 12,521"," 12,234", 287," 24,315"," 23,369", 946
2023/08/18,,,"-3,465",,,287,,,-376
2023/08/18," 4,898"," 8,655"," -3,757"," 12,490"," 12,362", 128," 23,770"," 24,544", -774
2023/08/21,,,"-3,836",,,128,,,"-1,597"
2023/08/21," 4,692"," 9,164"," -4,472"," 12,574"," 12,363", 211," 21,534"," 27,621"," -6,087"
2023/08/22,,,"-4,353",,,211,,,"-4,568"
2023/08/22," 4,907"," 9,212"," -4,305"," 12,549"," 12,354", 195," 21,044"," 26,120"," -5,076"
2023/08/23,,,"-3,871",,,195,,,"-6,036"
2023/08/23," 4,641"," 9,746"," -5,105"," 12,564"," 12,024", 540," 22,951"," 25,957"," -3,006"
2023/08/24,,,"-5,111",,,639,,,"-3,299"
2023/08/24," 4,767"," 9,211"," -4,444"," 12,877"," 11,599"," 1,278"," 21,831"," 23,469"," -1,638"
2023/08/25,,,"-3,054",,,"1,278",,,"-6,636"
2023/08/25," 5,935"," 9,257"," -3,322"," 13,682"," 12,238"," 1,444"," 16,965"," 28,801"," -11,836"
2023/08/28,,,"-3,072",,,"1,345",,,"-10,470"
2023/08/28," 4,797"," 8,660"," -3,863"," 14,059"," 12,246"," 1,813"," 18,812"," 27,102"," -8,290"
2023/08/29,,,"-4,006",,,"1,912",,,"-8,335"
2023/08/29," 4,277"," 7,946"," -3,669"," 13,875"," 11,919"," 1,956"," 20,580"," 25,436"," -4,856"
2023/08/30,,,"-4,094",,,"1,956",,,"-4,004"
2023/08/30," 4,586"," 7,641"," -3,055"," 13,120"," 11,491"," 1,629"," 19,316"," 26,010"," -6,694"
2023/08/31,,,"-2,728",,,"1,629",,,"-6,280"
2023/08/31," 5,782"," 7,535"," -1,753"," 12,604"," 11,651", 953," 17,908"," 26,359"," -8,451"
2023/09/01,,,"-1,670",,,953,,,"-8,060"
2023/09/01," 4,271"," 7,249"," -2,978"," 12,609"," 11,649", 960," 20,616"," 26,722"," -6,106"
2023/09/04,,,"-1,816",,,960,,,"-5,760"
2023/09/04," 5,111"," 7,695"," -2,584"," 12,653"," 11,435"," 1,218"," 22,171"," 25,661"," -3,490"
2023/09/05,,,"-1,843",,,"1,218",,,"-5,772"
2023/09/05," 6,274"," 7,567"," -1,293"," 12,568"," 11,430"," 1,138"," 19,662"," 25,892"," -6,230"
2023/09/06,,,"-1,583",,,"1,138",,,"-5,708"
2023/09/06," 5,879"," 7,620"," -1,741"," 12,458"," 11,436"," 1,022"," 20,040"," 25,172"," -5,132"
2023/09/07,,,"-1,882",,,"1,022",,,"-5,195"
2023/09/07," 6,050"," 7,907"," -1,857"," 12,498"," 11,709", 789," 21,270"," 24,380"," -3,110"
2023/09/08,,,"-1,531",,,789,,,"-5,238"
2023/09/08," 5,823"," 8,249"," -2,426"," 12,891"," 11,718"," 1,173"," 22,299"," 26,186"," -3,887"
2023/09/11,,,"-2,496",,,"1,173",,,"-2,995"
2023/09/11," 5,769"," 8,014"," -2,245"," 13,386"," 11,986"," 1,400"," 21,306"," 27,907"," -6,601"
2023/09/12,,,"-3,359",,,"1,400",,,"-3,915"
2023/09/12," 4,220"," 7,953"," -3,733"," 13,356"," 11,718"," 1,638"," 24,702"," 25,825"," -1,123"
2023/09/13,,,"-3,415",,,"1,638",,,"-1,008"
2023/09/13," 4,650"," 7,804"," -3,154"," 13,789"," 11,706"," 2,083"," 24,905"," 25,572", -667
2023/09/14,,,"-3,352",,,"2,083",,,-456
2023/09/14," 4,189"," 8,163"," -3,974"," 13,859"," 11,300"," 2,559"," 31,689"," 29,753"," 1,936"
2023/09/15,,,"-2,838",,,"2,559",,,-662
2023/09/15," 5,775"," 7,926"," -2,151"," 13,140"," 11,191"," 1,949"," 29,206"," 30,675"," -1,469"
2023/09/18,,,-12,,,"1,949",,,"-6,298"
2023/09/18," 8,393"," 8,903", -510," 13,804"," 11,460"," 2,344"," 26,792"," 33,603"," -6,811"
2023/09/19,,,"-1,145",,,"2,344",,,"-6,139"
2023/09/19," 8,770"," 8,895", -125," 13,581"," 11,572"," 2,009"," 25,366"," 33,765"," -8,399"
2023/09/20,,,-755,,,"2,009",,,"-7,517"
2023/09/20," 3,048"," 4,514"," -1,466"," 13,857"," 11,623"," 2,234"," 22,161"," 28,326"," -6,165"
2023/09/21,,,"-1,520",,,"2,234",,,"-4,769"
2023/09/21," 4,592"," 5,434", -842," 14,288"," 11,645"," 2,643"," 22,686"," 35,889"," -13,203"
2023/09/22,,,"-1,322",,,"2,643",,,"-11,065"
2023/09/22," 4,940"," 5,748", -808," 14,478"," 11,644"," 2,834"," 21,558"," 32,171"," -10,613"
2023/09/25,,,"-1,186",,,"2,834",,,"-9,367"
2023/09/25," 3,934"," 6,009"," -2,075"," 14,560"," 11,365"," 3,195"," 22,773"," 27,810"," -5,037"
2023/09/26,,,"-1,806",,,"3,195",,,"-5,974"
2023/09/26," 4,925"," 5,339", -414," 14,413"," 11,639"," 2,774"," 21,111"," 27,227"," -6,116"
2023/09/27,,,-908,,,"2,774",,,"-6,539"
2023/09/27," 5,193"," 5,497", -304," 14,430"," 11,647"," 2,783"," 19,878"," 28,127"," -8,249"
2023/09/28,,,-105,,,"2,783",,,"-8,714"
2023/09/28," 5,517"," 5,345", 172," 14,421"," 11,409"," 3,012"," 18,970"," 29,054"," -10,084"
2023/10/02,,,-92,,,"3,012",,,"-9,160"
2023/10/02," 5,323"," 6,281", -958," 14,626"," 11,071"," 3,555"," 21,184"," 28,196"," -7,012"
2023/10/03,,,88,,,"3,555",,,"-10,013"
2023/10/03," 6,452"," 5,685", 767," 14,571"," 11,236"," 3,335"," 19,886"," 29,723"," -9,837"
2023/10/04,,,"1,270",,,"3,335",,,"-9,212"
2023/10/04," 5,810"," 6,124", -314," 14,461"," 11,572"," 2,889"," 22,047"," 30,518"," -8,471"
2023/10/05,,,72,,,"2,777",,,"-9,141"
2023/10/05," 5,789"," 6,822"," -1,033"," 14,531"," 11,362"," 3,169"," 25,429"," 28,023"," -2,594"
2023/10/06,,,-115,,,"3,281",,,"-6,030"
2023/10/06," 5,970"," 6,885", -915," 14,470"," 11,131"," 3,339"," 24,742"," 28,800"," -4,058"
2023/10/11,,,-811,,,"3,339",,,"-3,426"
2023/10/11," 5,599"," 5,968", -369," 14,645"," 10,856"," 3,789"," 25,556"," 29,588"," -4,032"
2023/10/12,,,311,,,"3,789",,,"-4,621"
2023/10/12," 6,061"," 6,727", -666," 14,449"," 10,635"," 3,814"," 31,391"," 32,268", -877
2023/10/13,,,"1,632",,,"3,814",,,"-5,301"
2023/10/13," 6,723"," 6,075", 648," 14,462"," 10,744"," 3,718"," 32,482"," 32,950", -468
2023/10/16,,,"1,190",,,"3,718",,,"-3,343"
2023/10/16," 8,056"," 7,533", 523," 14,137"," 10,919"," 3,218"," 31,454"," 32,874"," -1,420"
2023/10/17,,,924,,,"3,109",,,37
2023/10/17," 6,050"," 7,025", -975," 14,384"," 11,032"," 3,352"," 30,089"," 31,315"," -1,226"
2023/10/18,,,"-1,103",,,"3,352",,,"-1,832"
2023/10/18," 3,490"," 5,104"," -1,614"," 12,699"," 11,322"," 1,377"," 23,137"," 31,303"," -8,166"
2023/10/19,,,"-1,710",,,"1,377",,,"-8,523"
2023/10/19," 3,431"," 5,810"," -2,379"," 12,929"," 11,323"," 1,606"," 23,404"," 28,710"," -5,306"
2023/10/20,,,"-1,935",,,"1,606",,,"-3,817"
2023/10/20," 4,818"," 7,301"," -2,483"," 13,176"," 11,329"," 1,847"," 22,875"," 27,454"," -4,579"
2023/10/23,,,"-2,347",,,"1,847",,,"-6,887"
2023/10/23," 5,554"," 7,885"," -2,331"," 13,368"," 11,479"," 1,889"," 23,304"," 33,783"," -10,479"
2023/10/24,,,"-2,387",,,"1,889",,,"-8,668"
2023/10/24," 5,741"," 8,142"," -2,401"," 13,765"," 11,371"," 2,394"," 22,825"," 34,722"," -11,897"
2023/10/25,,,"-3,142",,,"2,394",,,"-8,943"
2023/10/25," 5,769"," 8,283"," -2,514"," 13,844"," 11,250"," 2,594"," 22,014"," 30,191"," -8,177"
2023/10/26,,,"-2,913",,,"2,594",,,"-8,076"
2023/10/26," 6,249"," 8,204"," -1,955"," 13,760"," 11,576"," 2,184"," 23,165"," 35,549"," -12,384"
2023/10/27,,,"-2,598",,,"2,184",,,"-10,077"
2023/10/27," 5,116"," 6,840"," -1,724"," 13,814"," 11,471"," 2,343"," 21,160"," 30,302"," -9,142"
2023/10/30,,,"-1,317",,,"2,343",,,"-11,774"
2023/10/30," 5,782"," 7,086"," -1,304"," 13,845"," 11,459"," 2,386"," 20,899"," 33,382"," -12,483"
2023/10/31,,,-307,,,"2,386",,,"-14,188"
2023/10/31," 6,121"," 6,758", -637," 13,853"," 11,745"," 2,108"," 22,035"," 37,332"," -15,297"
2023/11/01,,,-868,,,"2,108",,,"-12,925"
2023/11/01," 5,697"," 6,725"," -1,028"," 14,326"," 11,434"," 2,892"," 22,643"," 36,039"," -13,396"
2023/11/02,,,"-1,535",,,"2,892",,,"-11,572"
2023/11/02," 6,640"," 8,886"," -2,246"," 14,555"," 10,934"," 3,621"," 27,055"," 30,959"," -3,904"
2023/11/03,,,"-1,779",,,"3,734",,,"-4,409"
2023/11/03," 6,831"," 9,516"," -2,685"," 14,624"," 10,658"," 3,966"," 28,107"," 27,445", 662
2023/11/06,,,"-2,654",,,"3,966",,,"2,801"
2023/11/06," 6,737"," 10,426"," -3,689"," 15,628"," 10,632"," 4,996"," 32,334"," 26,662"," 5,672"
2023/11/07,,,"-3,319",,,"4,996",,,"5,077"
2023/11/07," 6,633"," 10,597"," -3,964"," 15,981"," 10,622"," 5,359"," 35,981"," 28,039"," 7,942"
2023/11/08,,,"-3,109",,,"5,358",,,"7,129"
2023/11/08," 6,473"," 8,820"," -2,347"," 16,160"," 10,619"," 5,541"," 36,402"," 30,934"," 5,468"
2023/11/09,,,"-2,376",,,"5,541",,,"4,975"
2023/11/09," 6,351"," 8,619"," -2,268"," 15,688"," 10,269"," 5,419"," 39,350"," 34,265"," 5,085"
2023/11/10,,,"-1,887",,,"5,419",,,"5,309"
2023/11/10," 7,174"," 8,751"," -1,577"," 15,241"," 10,427"," 4,814"," 41,170"," 32,449"," 8,721"
2023/11/13,,,"-2,057",,,"4,814",,,"7,347"
2023/11/13," 5,660"," 6,749"," -1,089"," 15,104"," 10,154"," 4,950"," 38,773"," 35,641"," 3,132"
2023/11/14,,,"-1,889",,,"4,950",,,"4,329"
2023/11/14," 4,827"," 9,359"," -4,532"," 14,604"," 10,045"," 4,559"," 42,849"," 37,611"," 5,238"
2023/11/15,,,"-7,002",,,"4,559",,,"8,179"
2023/11/15," 2,100"," 7,907"," -5,807"," 13,707"," 9,813"," 3,894"," 37,533"," 31,943"," 5,590"
2023/11/16,,,"-5,768",,,"3,894",,,"7,550"
2023/11/16," 2,878"," 8,527"," -5,649"," 14,406"," 9,819"," 4,587"," 38,964"," 33,495"," 5,469"
2023/11/17,,,"-5,566",,,"4,587",,,"3,764"
2023/11/17," 3,461"," 8,561"," -5,100"," 14,979"," 9,829"," 5,150"," 41,507"," 37,610"," 3,897"
2023/11/20,,,"-4,774",,,"5,150",,,"3,563"
2023/11/20," 3,791"," 8,357"," -4,566"," 15,614"," 9,929"," 5,685"," 43,223"," 41,346"," 1,877"
2023/11/21,,,"-4,961",,,"5,685",,,"2,278"
2023/11/21," 4,257"," 9,111"," -4,854"," 16,559"," 9,873"," 6,686"," 46,815"," 44,365"," 2,450"
2023/11/22,,,"-2,995",,,"6,686",,,"-2,678"
2023/11/22," 5,497"," 8,086"," -2,589"," 17,052"," 10,032"," 7,020"," 42,965"," 49,313"," -6,348"
2023/11/23,,,"-2,602",,,"7,020",,,"-4,080"
2023/11/23," 5,310"," 7,904"," -2,594"," 17,609"," 10,030"," 7,579"," 44,857"," 47,296"," -2,439"
2023/11/24,,,"-2,373",,,"7,579",,,"-3,234"
2023/11/24," 6,047"," 7,504"," -1,457"," 17,725"," 10,024"," 7,701"," 43,674"," 47,914"," -4,240"
2023/11/27,,,"-1,559",,,"7,701",,,"-3,491"
2023/11/27," 4,388"," 7,366"," -2,978"," 17,515"," 10,339"," 7,176"," 44,389"," 45,745"," -1,356"
2023/11/28,,,"-3,691",,,"7,176",,,319
2023/11/28," 5,187"," 8,093"," -2,906"," 17,606"," 10,070"," 7,536"," 45,868"," 46,017", -149
2023/11/29,,,"-2,448",,,"7,536",,,"-1,647"
2023/11/29," 5,772"," 7,582"," -1,810"," 18,100"," 10,370"," 7,730"," 42,886"," 47,364"," -4,478"
2023/11/30,,,"-2,324",,,"7,730",,,"-3,093"
2023/11/30," 5,532"," 8,101"," -2,569"," 19,141"," 10,340"," 8,801"," 43,608"," 47,216"," -3,608"
2023/12/01,,,"-2,020",,,"8,801",,,"-5,249"
2023/12/01," 4,956"," 7,781"," -2,825"," 19,168"," 10,338"," 8,830"," 47,034"," 47,866", -832
2023/12/04,,,"-2,981",,,"8,830",,,"-2,534"
2023/12/04," 6,008"," 7,682"," -1,674"," 18,627"," 10,134"," 8,493"," 43,522"," 47,875"," -4,353"
2023/12/05,,,"-1,845",,,"8,493",,,"-5,599"
2023/12/05," 6,577"," 8,175"," -1,598"," 18,696"," 10,147"," 8,549"," 42,689"," 48,595"," -5,906"
2023/12/06,,,"-2,069",,,"8,549",,,"-5,314"
2023/12/06," 6,344"," 7,915"," -1,571"," 17,804"," 10,140"," 7,664"," 41,941"," 48,290"," -6,349"
2023/12/07,,,"-1,587",,,"7,664",,,"-5,149"
2023/12/07," 6,552"," 7,421", -869," 17,723"," 10,300"," 7,423"," 42,262"," 49,582"," -7,320"
2023/12/08,,,"-1,853",,,"7,423",,,"-4,925"
2023/12/08," 6,165"," 8,473"," -2,308"," 18,394"," 10,490"," 7,904"," 43,228"," 48,796"," -5,568"
2023/12/11,,,"-1,925",,,"7,904",,,"-6,885"
2023/12/11," 6,787"," 8,014"," -1,227"," 18,857"," 10,238"," 8,619"," 42,934"," 50,815"," -7,881"
2023/12/12,,,"-1,913",,,"8,619",,,"-4,897"
2023/12/12," 7,717"," 8,251", -534," 18,473"," 10,232"," 8,241"," 42,295"," 51,791"," -9,496"
2023/12/13,,,-991,,,"8,241",,,"-7,379"
2023/12/13," 7,577"," 8,711"," -1,134"," 18,410"," 9,882"," 8,528"," 41,451"," 51,610"," -10,159"
2023/12/14,,,"-1,873",,,"8,528",,,"-6,413"
2023/12/14," 10,161"," 10,745", -584," 18,413"," 9,611"," 8,802"," 44,737"," 54,092"," -9,355"
2023/12/15,,,"-1,827",,,"8,802",,,"-5,825"
2023/12/15," 8,134"," 9,791"," -1,657"," 17,221"," 9,605"," 7,616"," 48,603"," 56,856"," -8,253"
2023/12/18,,,"-1,092",,,"7,616",,,"-9,504"
2023/12/18," 8,471"," 9,315", -844," 17,971"," 9,606"," 8,365"," 47,532"," 59,632"," -12,100"
